distance_km,hour_of_day,is_peak_hour,organ_priority_weight,eta_minutes
1365.474,12,0,0.7,246.86
1090.238,12,0,1.0,193.97
2083.789,8,1,1.0,341.54
2002.083,17,1,1.0,327.03
429.761,17,1,1.0,126.52
11.578,8,1,0.7,46.61
22.571,10,1,0.7,81.4
1591.51,18,1,0.3,308.58
6.404,12,0,0.3,23.83
25.528,11,1,0.7,88.61
15.563,8,1,0.7,56.81
12.542,10,1,1.0,54.64
13.608,0,0,0.9,39.33
3.786,8,1,1.0,21.84
22.774,13,0,0.3,59.14
1093.678,2,0,0.3,230.85
1504.896,13,0,0.7,264.21
1578.662,13,0,0.9,238.2
516.944,10,1,0.7,138.45
11.874,6,0,1.0,37.72
26.321,10,1,1.0,85.69
1169.203,7,0,0.9,232.0
18.097,20,1,0.7,78.3
1759.232,6,0,1.0,277.64
32.607,16,0,0.7,75.59
11.683,13,0,0.7,33.86
1464.575,3,0,0.3,284.05
20.147,14,0,1.0,53.31
16.897,22,0,1.0,43.19
14.273,20,1,1.0,51.59
743.503,17,1,0.9,137.63
7.701,16,0,0.9,23.87
260.634,17,1,0.7,94.86
9.967,5,0,0.9,28.2
14.455,8,1,0.9,61.09
21.623,22,0,1.0,57.82
3.606,12,0,1.0,23.3
11.77,9,1,1.0,45.73
14.663,6,0,0.7,41.57
17.534,5,0,1.0,45.92
249.352,6,0,0.3,92.65
22.873,8,1,1.0,76.99
13.79,9,1,1.0,54.58
2.706,0,0,0.9,17.35
1096.741,15,0,0.3,220.55
5.276,20,1,1.0,30.98
379.777,5,0,0.7,135.67
1386.243,16,0,1.0,223.93
22.774,18,1,0.9,80.8
897.883,14,0,0.7,177.36
24.48,21,1,0.9,95.34
373.852,13,0,0.7,145.74
19.362,3,0,1.0,48.58
167.098,3,0,1.0,90.21
1380.453,14,0,1.0,221.37
25.794,3,0,1.0,61.43
4.499,20,1,0.7,26.96
22.178,4,0,0.7,55.81
26.494,22,0,1.0,62.49
11.912,9,1,0.3,51.95
8.722,22,0,0.3,35.84
10.897,10,1,1.0,40.48
16.908,3,0,0.7,41.5
8.136,13,0,0.7,25.08
12.045,9,1,0.7,53.31
13.349,9,1,1.0,54.83
14.27,21,1,0.7,52.07
1593.299,9,1,1.0,279.1
5.906,7,0,1.0,28.67
7.229,7,0,1.0,26.69
27.163,3,0,0.7,62.97
25.822,18,1,0.7,91.26
26.337,21,1,0.3,93.56
34.793,16,0,1.0,85.98
0.703,3,0,1.0,16.72
10.052,4,0,0.7,28.93
471.297,19,1,0.9,136.41
512.317,6,0,0.7,136.27
14.775,9,1,0.3,76.6
4.369,0,0,0.3,21.74
20.45,10,1,0.7,64.62
945.194,7,0,0.9,195.14
11.781,11,1,0.3,53.34
6.458,19,1,0.7,30.71
1447.273,8,1,0.7,225.27
28.797,15,0,0.9,74.44
23.635,0,0,1.0,50.84
16.146,8,1,0.7,56.49
15.377,5,0,0.7,45.94
8.686,11,1,0.9,46.45
8.291,1,0,0.7,26.19
25.439,18,1,0.7,88.38
1365.02,3,0,0.7,254.31
32.066,19,1,1.0,102.89
1044.502,13,0,0.7,183.38
868.11,18,1,1.0,181.85
19.111,14,0,0.7,43.52
1650.135,3,0,1.0,276.39
596.958,0,0,0.9,151.39
26.258,10,1,0.9,98.93
33.763,18,1,0.7,114.99
1161.46,19,1,1.0,209.68
34.27,20,1,0.7,122.71
23.752,6,0,1.0,56.63
1380.274,0,0,1.0,261.39
860.685,3,0,0.7,191.77
31.05,5,0,0.3,75.21
14.508,0,0,0.3,40.07
6.64,5,0,0.7,23.26
513.354,20,1,0.7,135.34
5.252,22,0,0.7,21.43
3.632,0,0,1.0,19.98
1444.994,0,0,0.7,246.95
8.626,1,0,1.0,28.25
23.582,0,0,0.7,58.86
25.422,17,1,0.7,87.13
1352.88,19,1,1.0,214.73
17.171,20,1,0.9,62.87
31.882,5,0,1.0,73.88
13.908,16,0,0.7,46.47
15.577,20,1,0.9,57.07
453.085,1,0,1.0,113.89
1094.717,19,1,0.7,221.13
29.594,18,1,0.7,106.18
27.195,13,0,0.9,68.5
7.048,2,0,0.9,25.37
23.645,9,1,0.7,86.59
8.843,4,0,1.0,31.41
31.152,22,0,0.9,66.78
7.774,11,1,1.0,36.63
16.371,16,0,0.7,47.79
23.254,17,1,0.3,89.74
11.018,3,0,0.7,32.6
1908.254,13,0,0.9,289.33
20.568,9,1,1.0,76.08
1030.188,14,0,1.0,179.86
10.167,7,0,0.9,28.46
26.483,5,0,1.0,69.59
1575.057,13,0,0.7,272.47
9.102,9,1,1.0,43.0
768.625,8,1,1.0,183.96
14.27,16,0,1.0,41.83
28.083,6,0,1.0,63.32
25.047,21,1,0.7,82.95
10.216,11,1,0.7,38.0
1739.79,7,0,1.0,290.2
20.639,19,1,0.7,74.39
513.186,5,0,0.3,131.37
292.573,1,0,0.7,111.7
7.816,12,0,0.7,24.77
2304.725,14,0,0.9,376.08
26.608,8,1,0.7,93.94
26.278,7,0,1.0,62.61
19.524,1,0,1.0,43.19
21.357,15,0,0.7,52.03
1196.858,8,1,0.7,239.8
433.778,17,1,0.7,138.8
10.592,15,0,0.3,31.27
1894.86,2,0,0.3,294.23
16.819,20,1,0.7,64.87
25.837,1,0,1.0,71.13
14.7,9,1,0.7,63.67
33.178,8,1,0.9,111.21
2010.955,6,0,0.3,294.94
10.917,10,1,0.3,42.52
7.511,22,0,1.0,23.64
1358.639,6,0,0.9,232.39
12.084,5,0,0.7,41.41
11.047,21,1,1.0,36.99
5.781,19,1,0.9,29.09
18.637,9,1,1.0,69.12
1372.559,17,1,0.7,215.16
13.027,23,0,0.7,38.08
935.372,8,1,0.9,185.25
1760.135,19,1,0.7,271.08
6.064,22,0,0.9,25.04
21.064,17,1,0.9,86.76
19.119,5,0,0.3,55.55
5.961,9,1,0.7,26.84
1878.764,11,1,0.7,270.81
1080.967,14,0,0.9,196.46
9.214,11,1,0.7,35.1
23.68,22,0,0.9,48.93
844.844,3,0,0.3,199.45
1882.361,21,1,0.3,326.43
16.278,1,0,1.0,38.75
1375.642,23,0,0.9,253.3
21.907,14,0,0.3,58.87
23.601,10,1,1.0,75.07
14.615,17,1,1.0,59.15
8.512,9,1,1.0,44.33
1483.181,4,0,0.3,241.64
1567.212,17,1,0.3,279.48
1560.405,5,0,0.7,250.7
2.73,5,0,0.3,22.33
1086.667,17,1,0.7,218.73
19.776,0,0,0.7,47.02
19.759,13,0,0.7,48.78
26.104,1,0,0.7,59.82
1245.853,7,0,0.7,224.84
18.116,22,0,0.7,51.31
28.422,16,0,1.0,65.13
16.988,17,1,0.7,66.26
20.976,0,0,1.0,56.16
770.606,15,0,0.9,166.07
15.096,3,0,1.0,42.77
8.834,1,0,1.0,23.24
21.198,14,0,0.9,59.08
15.04,12,0,0.7,40.32
0.556,22,0,1.0,14.44
13.664,2,0,0.7,34.41
36.373,14,0,1.0,101.25
13.69,23,0,1.0,34.77
7.618,23,0,0.3,25.25
9.203,3,0,0.3,36.27
922.657,14,0,0.7,187.3
13.869,10,1,0.7,46.23
12.614,14,0,0.7,39.57
33.349,19,1,0.7,99.37
14.331,1,0,0.9,41.0
6.958,3,0,0.3,33.29
14.79,14,0,0.7,41.54
7.388,6,0,0.7,26.85
20.003,3,0,0.9,52.24
10.132,17,1,1.0,41.48
15.567,2,0,0.7,49.52
13.126,10,1,1.0,53.85
19.278,11,1,1.0,67.79
16.097,14,0,0.3,48.8
6.896,15,0,0.7,28.34
4.843,3,0,0.7,18.53
859.163,18,1,1.0,187.72
7.061,23,0,1.0,31.59
23.885,12,0,1.0,54.18
1092.304,8,1,0.7,183.09
3.969,17,1,0.7,28.84
20.22,11,1,0.9,73.47
25.375,22,0,0.7,57.65
6.989,8,1,0.9,31.82
30.925,5,0,0.7,70.14
913.087,10,1,0.7,148.67
30.32,2,0,1.0,63.67
1234.818,4,0,0.9,247.23
24.785,14,0,1.0,55.58
5.464,9,1,0.3,26.81
452.047,0,0,0.3,128.21
11.78,23,0,1.0,35.04
6.869,8,1,1.0,27.94
18.093,17,1,1.0,63.75
24.114,9,1,1.0,81.91
3.686,7,0,1.0,20.6
296.032,20,1,0.7,112.87
31.844,14,0,0.9,83.75
965.651,10,1,0.3,215.69
22.818,13,0,1.0,56.92
1186.529,5,0,0.3,228.45
16.463,11,1,1.0,58.39
3.03,12,0,0.9,14.47
6.127,22,0,0.7,25.42
17.076,19,1,0.7,69.26
22.555,0,0,0.3,61.93
3.825,21,1,0.9,29.27
7.563,0,0,0.7,31.47
948.216,15,0,0.9,166.86
2302.275,3,0,0.3,370.92
1479.245,1,0,1.0,236.08
113.628,9,1,1.0,74.67
27.975,15,0,0.7,66.96
503.833,13,0,1.0,162.6
17.366,8,1,0.7,65.41
30.911,18,1,1.0,96.67
1443.707,14,0,0.7,252.19
10.344,17,1,1.0,42.05
743.137,4,0,1.0,137.73
903.822,23,0,0.7,203.94
1237.783,6,0,1.0,199.99
21.633,15,0,0.3,65.07
19.293,12,0,0.9,42.4
30.907,15,0,1.0,69.28
489.79,0,0,1.0,151.3
5.171,7,0,1.0,22.73
22.619,19,1,1.0,78.34
18.08,13,0,0.7,50.54
28.291,16,0,1.0,62.59
18.001,22,0,0.7,51.49
16.381,22,0,0.7,49.12
18.051,0,0,1.0,41.19
21.929,3,0,1.0,61.67
21.946,10,1,0.7,70.42
26.297,19,1,0.7,91.01
21.785,10,1,0.9,69.8
499.629,17,1,1.0,159.72
928.35,23,0,1.0,163.37
20.232,17,1,0.3,75.04
11.989,2,0,0.3,33.27
17.649,0,0,1.0,46.04
6.252,10,1,1.0,27.24
23.393,10,1,1.0,79.43
4.678,17,1,0.7,28.82
14.733,1,0,0.7,46.58
13.429,18,1,0.9,52.46
25.156,9,1,0.7,80.28
22.717,13,0,0.3,65.21
10.436,7,0,0.7,32.66
19.52,3,0,0.9,51.07
26.276,20,1,1.0,84.42
21.716,19,1,1.0,77.96
12.229,23,0,0.9,37.12
24.939,14,0,0.7,73.3
454.589,12,0,0.3,152.12
23.059,18,1,0.9,87.44
8.421,4,0,1.0,28.96
6.16,0,0,0.7,22.56
3.58,11,1,0.7,24.57
861.805,18,1,1.0,196.3
7.781,23,0,1.0,28.81
19.689,19,1,1.0,72.51
21.805,15,0,0.3,63.36
27.842,16,0,0.7,68.4
24.569,14,0,0.3,63.48
14.994,23,0,0.9,36.32
1560.654,4,0,0.9,280.9
10.194,18,1,1.0,42.22
419.677,10,1,0.3,104.13
23.879,7,0,0.7,50.41
583.679,4,0,1.0,157.38
1147.434,8,1,0.7,243.19
16.762,1,0,1.0,40.92
19.115,6,0,0.3,55.06
23.078,22,0,1.0,56.14
26.824,12,0,0.7,67.88
16.799,18,1,0.9,62.82
12.023,4,0,1.0,34.13
19.141,23,0,0.3,51.18
15.109,9,1,0.3,63.04
18.685,18,1,1.0,64.1
27.85,4,0,0.9,56.45
509.462,12,0,0.3,170.78
1976.182,13,0,0.7,338.3
9.083,2,0,1.0,33.51
879.848,23,0,0.9,181.76
22.47,11,1,1.0,84.9
19.831,14,0,1.0,46.24
21.331,14,0,1.0,53.73
1377.301,7,0,0.3,256.31
21.214,23,0,1.0,50.0
6.53,4,0,1.0,23.87
9.318,5,0,0.7,28.06
849.739,5,0,0.7,181.58
20.639,0,0,0.3,61.99
16.653,16,0,0.9,45.34
957.034,12,0,0.7,187.39
17.892,9,1,0.3,77.4
26.227,3,0,0.7,63.48
438.628,2,0,0.7,149.35
28.142,4,0,0.7,74.26
911.953,12,0,1.0,190.94
30.06,17,1,0.7,105.55
22.797,5,0,1.0,58.8
12.273,11,1,0.7,47.38
1743.568,3,0,0.7,242.9
24.911,14,0,0.9,65.67
31.245,17,1,0.7,101.0
12.132,22,0,0.9,33.76
1479.296,9,1,0.7,252.94
11.994,5,0,1.0,32.31
781.824,4,0,1.0,162.19
5.531,16,0,0.9,22.07
22.102,22,0,0.7,59.02
30.189,19,1,0.7,107.79
16.541,5,0,0.7,49.59
19.789,9,1,0.7,71.56
29.981,12,0,1.0,76.72
8.041,11,1,0.3,44.44
25.426,17,1,1.0,87.44
11.208,16,0,0.3,32.43
19.329,14,0,1.0,55.28
1455.263,15,0,0.7,265.81
16.04,14,0,1.0,44.48
841.125,6,0,0.3,221.1
5.847,12,0,0.9,27.74
879.668,11,1,0.7,220.83
1557.382,21,1,0.3,297.66
18.061,12,0,1.0,51.27
3.105,21,1,0.7,20.46
31.565,3,0,1.0,85.21
1372.914,2,0,0.7,246.32
259.117,21,1,0.7,106.24
21.025,5,0,0.7,55.94
18.502,16,0,0.7,52.21
147.461,20,1,0.7,120.58
21.489,10,1,1.0,80.79
938.789,1,0,0.9,202.53
24.584,17,1,1.0,76.46
22.739,6,0,0.9,61.55
27.556,20,1,0.3,102.05
3.457,21,1,0.3,26.4
1177.611,13,0,0.3,201.46
12.646,21,1,0.7,55.94
505.621,10,1,0.7,153.05
15.73,7,0,0.7,36.69
19.548,8,1,1.0,57.03
296.98,18,1,1.0,103.9
21.174,3,0,0.7,51.1
32.234,5,0,0.3,77.79
22.263,17,1,0.7,73.46
774.058,8,1,0.7,162.98
908.214,5,0,1.0,203.91
11.265,7,0,0.7,33.35
19.025,4,0,0.3,45.94
18.818,6,0,0.7,55.84
15.183,3,0,0.7,40.85
9.949,20,1,0.7,49.57
24.111,23,0,0.3,58.66
20.493,21,1,0.7,83.86
10.544,6,0,0.7,34.17
3.679,17,1,0.3,25.97
23.53,3,0,1.0,57.47
7.747,5,0,0.9,26.85
7.482,12,0,0.7,28.56
1617.736,23,0,0.7,269.38
7.555,12,0,1.0,24.37
12.909,10,1,1.0,49.47
11.66,0,0,0.3,42.19
26.69,22,0,0.7,67.93
17.068,2,0,0.3,52.06
10.78,3,0,1.0,33.83
14.086,10,1,0.3,68.53
4.812,11,1,0.7,32.77
867.422,19,1,0.3,173.93
3.274,11,1,0.9,22.27
14.859,3,0,0.9,41.79
1474.771,22,0,0.7,254.12
5.552,14,0,1.0,18.94
373.702,18,1,0.7,157.08
30.156,15,0,0.3,74.69
27.928,16,0,0.7,62.52
512.439,7,0,0.9,154.7
19.571,7,0,1.0,50.49
18.683,1,0,0.3,49.56
18.872,19,1,1.0,66.53
5.524,3,0,0.9,18.77
25.051,0,0,0.7,59.62
30.57,4,0,1.0,66.34
16.479,7,0,0.9,38.02
13.005,23,0,0.9,37.57
15.271,12,0,0.3,47.32
1952.176,14,0,1.0,292.83
432.412,15,0,0.9,143.04
15.696,6,0,0.3,50.13
12.936,19,1,0.7,52.32
4.457,10,1,1.0,29.32
1390.25,13,0,0.7,244.95
22.64,9,1,0.3,86.87
20.433,22,0,0.9,53.04
28.985,20,1,0.7,104.17
17.962,20,1,0.7,69.52
17.039,3,0,0.7,49.81
9.565,14,0,0.7,29.57
7.779,11,1,1.0,39.26
14.258,9,1,0.9,54.38
11.724,12,0,0.3,39.96
1591.541,18,1,0.7,278.61
4.411,16,0,0.9,17.68
1760.581,20,1,0.3,287.68
13.445,6,0,1.0,36.11
366.204,15,0,0.7,111.78
18.184,10,1,1.0,65.84
18.379,4,0,0.7,51.17
15.159,14,0,0.3,44.31
931.416,0,0,0.7,188.96
1288.232,10,1,0.3,232.28
1770.491,18,1,0.7,291.34
16.012,13,0,1.0,40.28
543.608,21,1,0.7,134.96
16.945,8,1,0.3,72.33
6.257,10,1,0.7,32.59
16.262,16,0,0.9,46.86
1612.096,17,1,1.0,294.05
10.26,22,0,1.0,26.07
1742.612,21,1,0.9,251.67
17.31,5,0,0.3,54.88
13.1,9,1,0.9,49.93
10.163,4,0,0.7,32.96
9.968,23,0,0.3,39.51
18.934,13,0,0.3,57.83
13.643,4,0,1.0,38.08
1189.234,22,0,1.0,198.15
26.704,8,1,0.9,87.39
1356.742,10,1,1.0,240.86
17.882,8,1,0.3,76.47
8.586,23,0,0.3,26.22
3.651,6,0,0.7,16.54
1328.415,21,1,0.7,206.66
13.85,12,0,0.9,46.1
17.177,23,0,1.0,43.75
17.249,22,0,0.7,45.33
25.125,18,1,0.3,96.97
21.877,1,0,1.0,51.36
11.753,4,0,0.7,34.65
896.263,14,0,0.9,156.2
22.709,6,0,0.7,51.93
34.787,12,0,0.7,79.29
21.179,7,0,1.0,50.67
20.392,19,1,0.3,83.43
1369.116,1,0,1.0,234.26
22.918,4,0,0.9,57.04
11.6,21,1,1.0,49.44
10.354,22,0,0.7,27.0
8.883,13,0,0.7,34.3
8.712,16,0,1.0,25.46
6.764,5,0,0.7,23.94
10.638,4,0,0.7,33.16
16.482,7,0,1.0,43.58
16.304,12,0,0.7,44.48
1589.846,7,0,1.0,236.31
360.802,10,1,0.9,126.0
24.868,9,1,1.0,77.16
1488.962,12,0,1.0,263.36
24.948,4,0,0.7,56.09
23.766,22,0,1.0,54.83
21.602,9,1,0.7,76.85
16.911,13,0,1.0,37.57
19.365,3,0,1.0,47.05
10.515,9,1,1.0,44.79
9.262,20,1,1.0,43.02
27.02,11,1,1.0,89.68
36.856,12,0,0.7,89.88
1191.727,6,0,0.3,232.87
21.671,12,0,0.3,56.54
232.128,15,0,0.9,98.41
26.775,12,0,0.9,60.1
512.182,19,1,1.0,155.93
22.498,15,0,0.7,56.55
12.071,22,0,1.0,31.82
7.349,10,1,0.3,41.74
24.22,13,0,0.7,61.69
18.173,11,1,0.7,64.56
13.997,6,0,0.7,44.33
21.401,11,1,0.3,71.82
1199.019,23,0,1.0,230.69
24.787,14,0,0.3,68.59
28.479,8,1,0.3,102.26
6.04,21,1,1.0,23.71
1562.057,7,0,0.7,270.19
15.071,18,1,1.0,51.51
18.416,1,0,0.7,51.2
1166.062,12,0,1.0,227.08
33.153,13,0,1.0,72.42
30.447,0,0,1.0,68.55
908.135,19,1,1.0,179.53
1380.85,10,1,0.9,235.01
6.623,22,0,0.3,25.07
1674.292,19,1,0.7,246.14
15.398,18,1,1.0,59.8
6.647,13,0,0.7,31.37
24.389,11,1,1.0,89.72
521.384,22,0,0.3,124.03
432.411,5,0,0.7,113.56
13.244,16,0,0.9,33.89
9.498,1,0,0.7,26.75
3.529,4,0,0.7,18.3
1617.653,7,0,0.9,266.01
3.041,1,0,0.7,23.45
9.788,11,1,0.9,46.72
19.263,4,0,1.0,52.43
18.77,8,1,1.0,63.14
22.992,14,0,0.9,57.14
17.404,18,1,0.7,71.09
23.238,9,1,1.0,81.27
349.772,18,1,0.7,105.05
16.109,11,1,0.9,63.38
16.668,17,1,0.9,66.68
17.249,2,0,1.0,44.47
21.979,16,0,1.0,48.9
8.074,18,1,1.0,36.21
17.985,2,0,1.0,47.73
4.45,9,1,1.0,24.31
23.145,21,1,1.0,72.57
22.735,11,1,1.0,69.88
6.243,21,1,0.7,32.04
736.934,16,0,0.3,166.12
18.745,0,0,0.7,52.82
29.366,7,0,0.3,82.55
28.485,15,0,0.3,85.3
24.854,22,0,1.0,56.19
14.833,6,0,0.3,38.81
17.213,22,0,0.7,51.67
22.657,15,0,1.0,54.83
7.59,6,0,0.3,22.86
2006.077,14,0,0.9,318.11
1758.726,15,0,1.0,304.38
25.458,14,0,1.0,67.16
1574.306,22,0,0.3,241.98
1537.113,15,0,1.0,261.64
1081.017,3,0,1.0,187.47
25.264,22,0,0.7,58.09
14.075,4,0,0.7,44.99
30.306,5,0,1.0,74.9
24.819,21,1,1.0,86.58
36.224,9,1,0.9,121.59
14.115,15,0,0.9,47.96
9.079,11,1,0.7,33.58
18.703,14,0,1.0,50.88
1589.497,13,0,1.0,244.89
12.047,22,0,0.3,39.42
2002.218,13,0,1.0,291.47
22.795,13,0,0.9,52.95
12.665,6,0,0.7,36.78
24.32,6,0,0.7,66.71
27.64,21,1,0.7,97.83
18.339,17,1,0.7,63.93
430.897,2,0,0.7,113.23
891.855,9,1,0.7,191.02
6.883,5,0,0.9,28.63
12.365,16,0,0.9,35.4
20.73,20,1,1.0,62.69
11.806,9,1,0.7,43.47
8.565,7,0,0.9,25.11
29.934,16,0,0.9,77.16
1096.343,8,1,1.0,175.66
12.742,9,1,0.3,52.83
130.026,17,1,0.7,77.7
25.776,3,0,1.0,70.39
869.528,4,0,0.7,177.23
1541.071,8,1,0.9,219.85
1986.95,3,0,0.9,338.77
11.841,19,1,0.3,45.45
14.834,11,1,0.7,54.45
1575.905,14,0,0.9,244.85
24.742,15,0,0.7,63.0
19.073,18,1,0.7,72.87
1495.209,10,1,0.9,273.47
23.252,4,0,0.7,48.62
11.04,12,0,1.0,29.33
9.777,5,0,0.7,33.3
22.963,5,0,0.3,56.23
31.381,12,0,0.3,72.29
14.058,0,0,0.7,46.09
7.561,11,1,0.7,36.58
15.293,1,0,0.9,40.98
7.872,17,1,1.0,34.52
7.179,23,0,0.3,25.66
1079.196,5,0,0.7,206.4
15.344,4,0,0.9,36.41
6.825,4,0,0.3,23.83
519.578,0,0,1.0,138.28
13.951,23,0,1.0,39.53
14.089,8,1,1.0,51.92
22.767,21,1,1.0,73.27
18.959,11,1,1.0,69.12
18.543,18,1,0.7,65.17
1095.425,10,1,0.9,216.8
33.59,2,0,1.0,74.06
7.066,22,0,0.7,28.87
981.164,19,1,0.9,174.16
24.334,7,0,1.0,59.92
30.78,12,0,0.7,74.23
363.414,6,0,0.9,110.04
24.818,23,0,1.0,61.44
14.837,2,0,0.9,44.21
25.201,4,0,1.0,59.64
20.969,6,0,0.7,54.49
1357.232,10,1,0.9,262.11
17.455,20,1,1.0,50.1
868.608,9,1,0.3,218.16
6.155,19,1,0.7,28.74
18.31,11,1,1.0,56.13
947.009,22,0,1.0,188.39
28.936,15,0,0.7,66.23
1019.453,4,0,0.7,209.38
10.27,10,1,0.3,43.36
3.533,10,1,1.0,25.19
12.215,18,1,0.7,46.33
22.236,20,1,1.0,88.56
31.537,14,0,1.0,74.97
2002.411,3,0,1.0,267.11
1623.919,7,0,1.0,268.19
28.8,15,0,1.0,68.52
23.942,17,1,1.0,72.85
6.667,23,0,0.3,23.8
11.016,15,0,1.0,34.84
18.344,19,1,0.9,63.19
8.352,14,0,1.0,29.67
369.119,7,0,0.7,145.48
20.69,23,0,0.3,59.64
7.395,23,0,1.0,30.91
27.052,18,1,0.7,82.78
24.866,18,1,0.7,88.38
516.112,4,0,1.0,140.07
6.421,13,0,1.0,24.32
30.864,17,1,1.0,93.5
12.29,3,0,1.0,34.58
12.788,12,0,0.7,32.34
2.603,2,0,1.0,21.2
9.729,12,0,0.3,32.94
13.45,2,0,0.7,34.49
17.772,12,0,1.0,46.11
17.203,15,0,0.7,52.43
13.457,8,1,0.7,54.32
1551.676,12,0,0.7,304.98
24.912,20,1,0.7,89.96
7.784,20,1,0.9,35.73
15.262,14,0,0.7,35.82
32.722,12,0,0.7,85.44
9.389,15,0,1.0,30.88
7.216,8,1,1.0,33.06
27.574,0,0,0.7,70.05
8.692,0,0,0.7,35.61
8.255,20,1,0.9,35.24
10.492,23,0,0.7,32.23
0.878,2,0,0.9,17.42
956.367,12,0,1.0,192.92
1.041,12,0,0.3,11.98
23.495,15,0,0.3,61.95
5.129,6,0,0.9,21.1
23.53,13,0,0.3,66.85
13.672,4,0,0.9,33.89
18.023,12,0,0.9,49.82
17.241,0,0,0.7,45.12
1303.84,0,0,0.7,233.28
1369.35,20,1,0.9,262.81
18.467,12,0,1.0,44.45
778.447,22,0,0.7,196.92
9.396,14,0,1.0,32.63
2310.892,10,1,1.0,297.42
23.462,7,0,0.3,63.54
920.192,23,0,0.7,200.75
5.251,18,1,0.9,27.68
28.805,17,1,0.9,96.53
15.494,17,1,0.7,59.25
19.04,8,1,0.3,68.5
11.082,8,1,0.7,40.14
2.234,16,0,1.0,20.69
2299.064,3,0,1.0,333.07
603.166,9,1,0.3,149.55
1654.32,5,0,0.7,271.6
8.322,11,1,0.7,40.01
14.917,9,1,1.0,55.07
14.875,4,0,0.7,42.2
29.019,11,1,0.3,123.6
24.734,18,1,1.0,71.33
5.731,7,0,1.0,22.96
15.479,13,0,0.9,41.43
1541.703,11,1,0.3,273.04
2.821,4,0,1.0,22.16
1467.238,19,1,0.7,281.84
1890.964,11,1,0.7,301.33
18.549,13,0,0.7,41.71
23.959,19,1,0.9,85.11
18.406,7,0,1.0,50.49
452.976,18,1,0.7,156.81
32.895,5,0,0.7,74.98
12.189,7,0,0.3,41.36
1767.38,20,1,0.7,292.82
25.164,19,1,0.7,89.65
16.156,7,0,0.7,45.73
6.522,10,1,1.0,36.08
8.059,11,1,1.0,30.05
13.815,19,1,0.3,58.51
18.172,16,0,0.9,50.13
743.435,12,0,1.0,181.15
9.407,4,0,0.9,27.12
509.861,15,0,1.0,143.32
11.226,10,1,1.0,43.44
14.416,12,0,0.3,40.87
27.94,20,1,1.0,81.02
15.721,10,1,0.7,60.88
35.52,1,0,0.3,84.13
26.859,2,0,1.0,62.91
24.5,0,0,0.3,71.71
946.837,8,1,0.7,195.37
11.665,23,0,1.0,34.5
14.555,8,1,0.7,52.46
19.517,16,0,1.0,57.24
1565.829,7,0,1.0,235.39
13.84,11,1,1.0,53.51
10.913,22,0,0.7,34.58
25.583,19,1,1.0,98.45
277.056,15,0,0.7,122.0
953.241,13,0,1.0,171.88
11.639,8,1,1.0,47.41
28.996,12,0,1.0,59.66
1506.493,20,1,1.0,234.14
22.029,23,0,0.7,57.42
1528.648,15,0,1.0,244.02
861.007,20,1,0.3,219.5
17.459,15,0,0.7,52.11
26.29,14,0,0.3,77.42
12.127,5,0,1.0,32.61
887.817,3,0,1.0,182.59
4.331,2,0,0.7,23.03
21.032,16,0,0.3,64.92
1333.418,15,0,0.7,240.47
18.405,23,0,1.0,47.09
2.034,15,0,1.0,16.07
1911.905,21,1,1.0,260.43
498.409,13,0,1.0,146.34
13.691,8,1,1.0,45.9
13.966,3,0,0.3,40.12
21.69,20,1,0.3,85.46
15.181,17,1,1.0,61.75
19.415,23,0,0.7,57.67
31.112,14,0,1.0,66.3
25.871,6,0,1.0,57.46
15.759,11,1,1.0,55.97
5.514,11,1,0.7,29.46
23.933,14,0,0.7,56.14
1365.629,2,0,0.7,243.67
12.503,0,0,0.3,43.2
23.022,21,1,1.0,76.3
12.726,17,1,0.9,46.16
137.301,2,0,0.7,102.28
876.717,12,0,0.7,175.48
1435.366,12,0,0.7,234.94
10.938,10,1,0.7,49.53
14.216,0,0,1.0,43.66
119.876,22,0,0.7,79.55
1174.347,13,0,0.3,250.23
27.883,11,1,1.0,84.67
24.306,8,1,1.0,85.78
1295.703,2,0,1.0,188.38
12.89,2,0,1.0,35.52
4.941,13,0,1.0,19.86
10.924,15,0,1.0,32.09
20.427,5,0,0.7,51.34
8.738,7,0,0.7,28.74
9.946,3,0,0.7,38.35
18.033,4,0,1.0,48.78
1351.503,2,0,0.9,257.1
8.186,4,0,1.0,24.71
7.988,19,1,0.7,42.51
13.428,8,1,0.9,53.06
1042.796,19,1,1.0,181.37
14.139,4,0,1.0,45.76
244.381,12,0,1.0,116.66
1209.805,4,0,0.7,235.17
23.282,17,1,0.7,80.56
11.26,3,0,0.9,38.68
492.386,10,1,0.7,157.83
3.4,17,1,0.7,25.35
25.009,20,1,1.0,91.11
22.505,2,0,1.0,62.93
18.985,7,0,1.0,50.29
11.37,17,1,0.9,50.69
1367.815,19,1,1.0,239.27
6.904,17,1,1.0,30.8
20.27,19,1,0.9,69.17
627.113,17,1,0.3,186.5
1184.236,7,0,1.0,234.28
15.243,20,1,0.7,59.91
16.463,17,1,0.3,74.27
1544.831,3,0,0.7,251.43
13.195,22,0,1.0,31.81
12.749,21,1,0.9,50.43
12.793,23,0,0.7,36.46
13.723,14,0,0.7,43.87
13.938,10,1,0.7,52.27
17.639,15,0,1.0,43.09
8.718,22,0,1.0,34.29
17.984,4,0,1.0,35.79
2.903,4,0,1.0,19.98
1613.856,4,0,1.0,264.11
1358.684,23,0,0.3,223.44
